OxPnZzn1_L8_000883.mp4,scuba diving
snh7E7llb48_000070.mp4,dog bow-wow
zhEMnI4WFcM_000405.mp4,wood thrush calling
acXGvTAOKx0_000115.mp4,fire crackling
LhicdC_0z18_000030.mp4,toilet flushing
FGJQ3KC-Geo_000110.mp4,chainsawing trees
tt0zUxL0eEQ_000080.mp4,sheep bleating
wHnLZ7rK33Q_000184.mp4,opening or closing car electric windows
SPiCJj-DN8M_000027.mp4,mouse squeaking
tbenIhQ9sMg_000069.mp4,eletric blender running
BwCTMWNbOgg_000133.mp4,"heart sounds, heartbeat"
eD1iCCmpwJI_000050.mp4,mouse pattering
SiRaK8mLvTQ_000082.mp4,horse neighing
UyHQnqefQf8_000190.mp4,people clapping
RKy7wBa2k6Y_000107.mp4,hail
1Apm_RvTYaM_000023.mp4,lighting firecrackers
FX07iZ_Q9Zw_000030.mp4,cat meowing
zhd8BEyq7KM_000011.mp4,dog growling
kJ9_4aHn2i8_000001.mp4,dog growling
WGaAaenMIes_000000.mp4,car engine knocking
XPxws_mLdfU_000008.mp4,mouse clicking
roLyaJegFg0_000037.mp4,airplane
DeKUkj5QAtY_000001.mp4,elk bugling
Js6T3kweDmc_000474.mp4,firing muskets
v7gVtJ89X10_000227.mp4,"electric shaver, electric razor shaving"
kXGCbqFULmE_000070.mp4,printer printing
u5lxV2kZvs8_000037.mp4,crow cawing
9mfkYtQjThQ_000302.mp4,elk bugling
6jy7Ke-65QY_000156.mp4,hammering nails
ibSs8fg97xg_000108.mp4,volcano explosion
V0xIdahNcnk_000210.mp4,goose honking
rNsKxHEAlyA_000048.mp4,chimpanzee pant-hooting
x4Y03hSl8OM_000510.mp4,"railroad car, train wagon"
NjG34Vysszo_000179.mp4,chimpanzee pant-hooting
x4rtdVDRhvw_000037.mp4,cricket chirping
NO5CDajDiOg_000022.mp4,missile launch
Ej_LoLI3N9Q_000200.mp4,goose honking
NjQMkEgSeOI_000139.mp4,dog growling
ffyCVRX1v8M_000037.mp4,lighting firecrackers
id-RLDdMNd0_000060.mp4,helicopter
vFBbXmG-pgo_000078.mp4,"electric shaver, electric razor shaving"
pV-eMBejgw8_000310.mp4,sliding door
nV1ODWL5gV4_000108.mp4,disc scratching
VR7ClP11uWg_000001.mp4,car engine knocking
dfz7xf4CoaY_000020.mp4,"motorboat, speedboat acceleration"
LvpWji0PAHY_000475.mp4,wind chime
cm4pTS-BrN0_000137.mp4,cheetah chirrup
EIybOeHts5g_000030.mp4,toilet flushing
YkW17FfB1cE_000187.mp4,train whistling
xn6kEslZ4D8_000034.mp4,electric grinder grinding
O569tbc2Tcg_000001.mp4,volcano explosion
kWlSkwL55Q8_000020.mp4,fireworks banging
M7os_VSljV0_000030.mp4,wind noise
pkjZRdhG-L0_000000.mp4,driving motorcycle
NcRHpH7QTYA_000061.mp4,sharpen knife
5oY9-wTnsL8_000465.mp4,machine gun shooting
2EoPvjQBmYw_000080.mp4,mouse pattering
b3uprO7r9tU_000530.mp4,stream burbling
32cl4XGoJsQ_000043.mp4,"motorboat, speedboat acceleration"
bAp1_Gv5dJg_000030.mp4,driving buses
4Jn8Dwzkpsg_000050.mp4,people belly laughing
vSnLqvvF1-w_000020.mp4,"railroad car, train wagon"
9qQ1epqNq-I_000468.mp4,footsteps on snow
jtRe2nSl3ho_000001.mp4,bathroom ventilation fan running
LTJJqIPPxi0_000000.mp4,lions growling
QGQKImZlLes_000016.mp4,dog whimpering
jctBAxi2Drw_000176.mp4,"cattle, bovinae cowbell"
o8qnSWuCC98_000026.mp4,"fly, housefly buzzing"
X7pAq9jdIxw_000129.mp4,ice cracking
-9wRxzJ5j_Y_000000.mp4,splashing water
z51ANab1z68_000044.mp4,people belly laughing
jofRLi0tu5E_000015.mp4,car engine knocking
tRiU7Re05Ec_000220.mp4,fireworks banging
OKkS0SIkZCc_000146.mp4,spraying water
HhAVN1pJWHA_000110.mp4,using sewing machines
k0yHUF-mQhY_000653.mp4,writing on blackboard with chalk
MTvQzs4-CPo_000023.mp4,magpie calling
bChI5c4Hi8g_000014.mp4,dog baying
OXQW9ekhj7M_000016.mp4,ambulance siren
zaJneNKuMJI_000100.mp4,cattle mooing
LnaddgrNiL4_000020.mp4,fireworks banging
CfS97Vs1RCM_000027.mp4,"pigeon, dove cooing"
VvVLOtSMI40_000150.mp4,"race car, auto racing"
RhkwY56fi7g_000020.mp4,dog bow-wow
3pVA-QGwVco_000030.mp4,chicken crowing
yOrMgYU4DCk_000006.mp4,cat hissing
j_VmGdKx8pY_000115.mp4,airplane flyby
zQXU05w_S4U_000030.mp4,dog howling
MyjvyVmVeK8_000223.mp4,train horning
TqabHzgNQvc_000020.mp4,fireworks banging
aqTawOdIVAc_000090.mp4,helicopter
g6yXyA2zZFI_000005.mp4,"vehicle horn, car horn, honking"
z0oD2rO1srE_000130.mp4,ocean burbling
krj5O-2h7qg_000100.mp4,civil defense siren
AF3Sc6D0Yms_000000.mp4,sailing
eXRzIAa_FW0_000030.mp4,"vehicle horn, car horn, honking"
0c_zFIRXgok_000028.mp4,sheep bleating
GXedPGA2660_000030.mp4,helicopter
eSspgUDyNXQ_000044.mp4,alarm clock ringing
gXpJ7cjh3HI_000030.mp4,crow cawing
aHBRB0KY6zI_000111.mp4,duck quacking
WXzFn1NMcWg_000008.mp4,magpie calling
6xJa32vSPhI_000053.mp4,vacuum cleaner cleaning floors
UB_0sHo__cA_000044.mp4,gibbon howling
hYXzvL-i-ow_000060.mp4,cricket chirping
9G3Ni9k9GnQ_000449.mp4,sharpen knife
eEolG0eCpRM_000106.mp4,lathe spinning
rMZXOu6WMdA_000033.mp4,dog growling
gAWB2_V8ODM_000030.mp4,dog barking
xtgglXGq2NI_000083.mp4,train wheels squealing
IYANI-PEc1U_000030.mp4,"engine accelerating, revving, vroom"
iJjpsy2ySX8_000013.mp4,underwater bubbling
mNuwozg-pAY_000031.mp4,missile launch
4Aj3Dh648ug_000157.mp4,mouse squeaking
OJJdtapNz7A_000324.mp4,lathe spinning
ubQ21xsvp6Q_000030.mp4,"pigeon, dove cooing"
86j0U4doiVQ_000146.mp4,hammering nails
recUGAKDR_Y_000000.mp4,wind rustling leaves
TVYkcuUUkuQ_000189.mp4,chinchilla barking
MZ-JonvFNz0_000060.mp4,electric grinder grinding
Ikg7YvgZJ8w_000007.mp4,fox barking
BMxA1rvFlZ8_000130.mp4,chainsawing trees
5vnofwl9-nU_000000.mp4,skidding
Qp4fx9C_z-4_000000.mp4,chimpanzee pant-hooting
wWsjwKjR4d8_000030.mp4,printer printing
gHIx_eNuZcw_000101.mp4,airplane
kUb5XNFzxsw_000313.mp4,"heart sounds, heartbeat"
TKMrZJLiXkY_000107.mp4,elk bugling
f7S4AqF68fQ_000050.mp4,stream burbling
MUXASTFxsds_000020.mp4,"race car, auto racing"
Zlh8yeOeiTU_000103.mp4,warbler chirping
72PASyRJ8es_000068.mp4,squishing water
64EWkeuyfkc_000471.mp4,wood thrush calling
ESTA2rs6M80_000020.mp4,helicopter
Nv3I-lr2N68_000030.mp4,typing on computer keyboard
51EzKt7SfIg_001039.mp4,footsteps on snow
fy3-UPb_z4k_000017.mp4,elephant trumpeting
X18b9fE0DRk_000310.mp4,goose honking
oRHcP8lYaL0_000077.mp4,wood thrush calling
MP0DFVO16Zk_000118.mp4,barn swallow calling
7CwLd2uPWmw_000230.mp4,driving motorcycle
CKc0FWkkK3c_000154.mp4,francolin calling
2I3QMzXHvrM_000010.mp4,squishing water
cY-LTPpvKvo_000030.mp4,"pigeon, dove cooing"
2l3IwSxq7No_000109.mp4,cupboard opening or closing
HqgKog6_7Ps_000024.mp4,barn swallow calling
DS4sPXFfRTg_000250.mp4,ambulance siren
pyHJrlNMYwo_000350.mp4,sheep bleating
WZoQBZZ_ULQ_000030.mp4,"race car, auto racing"
3rzLAawdzhg_000012.mp4,magpie calling
F2Kle-N28YY_000139.mp4,canary calling
Eqb09dvxObw_000584.mp4,lighting firecrackers
oLknkq-oBiU_000048.mp4,hair dryer drying
RqeGoQohyPI_000030.mp4,"motorboat, speedboat acceleration"
Hup8_wHHAK0_000030.mp4,dog bow-wow
a60AUBGpJro_000043.mp4,cheetah chirrup
ISmPPPoe_kk_000222.mp4,planing timber
jJ2zYQf6r7E_000198.mp4,francolin calling
SNVGPmo1xuA_000003.mp4,woodpecker pecking tree
JEcWjgqkoyQ_000044.mp4,civil defense siren
508T9nuaqwk_000259.mp4,sliding door
2J_BSncqtJc_000024.mp4,dog growling
3r-CZoB664Q_000005.mp4,wind noise
WKaj5kZh13Q_000028.mp4,frog croaking
oLHEa_HoWXg_000030.mp4,car engine knocking
To2-mGSYT4I_000030.mp4,"motorboat, speedboat acceleration"
y2q5tLOymZU_000090.mp4,stream burbling
hlr5hMOiMx4_000000.mp4,chopping wood
RJ-L831MBhc_000000.mp4,penguins braying
40kPQr1QLrQ_000074.mp4,tractor digging
bBfEkxp_5z4_000060.mp4,thunder
8VF8MQPRR1s_000100.mp4,printer printing
tlDYcdgAJ4I_000160.mp4,bird wings flapping
4HvKHE9L9Mc_000000.mp4,civil defense siren
8yYcmFre0Rg_000010.mp4,splashing water
C81zVUEe_EM_000101.mp4,airplane flyby
o9KKGeywjjE_000021.mp4,sailing
725qnkwJy6E_000031.mp4,cat growling
